Column1,Degree Centrality,Closeness Centrality,Betweeness Centrality,Pagerank Centrality
Acroosteolysis-keloid-like lesions-premature aging syndrome,0.002134949,0.498421847,0,3.28E-05
Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia,0.002134949,0.498421847,0,3.28E-05
Pfeiffer syndrome,0.002134949,0.498421847,0,3.28E-05
Lamellar ichthyosis,0.002134949,0.498421847,0,3.28E-05
Atelosteogenesis type III,0.002134949,0.498421847,0,3.28E-05
Ochoa syndrome,0.002134949,0.498421847,0,3.28E-05
Blomstrand lethal chondrodysplasia,0.002134949,0.498421847,0,3.28E-05
Pontocerebellar hypoplasia type 9,0.002134949,0.498421847,0,3.28E-05
Autosomal dominant cutis laxa,0.002134949,0.498421847,0,3.28E-05
Brachydactyly - long thumb,0.002134949,0.498421847,0,3.28E-05
Aceruloplasminemia,0.002134949,0.498421847,0,3.28E-05
Lethal encephalopathy due to mitochondrial and peroxisomal fission defect,0.002134949,0.498421847,0,3.28E-05
Frontotemporal dementia with motor neuron disease,0.002134949,0.498421847,0,3.28E-05
Autosomal dominant diffuse mutilating palmoplantar keratoderma,0.002134949,0.498421847,0,3.28E-05
Microcephalic primordial dwarfism due to ZNF335 deficiency,0.002134949,0.498421847,0,3.28E-05
Familial drusen,0.002134949,0.498421847,0,3.28E-05
TCR-alpha-beta-positive T-cell deficiency,0.002134949,0.498421847,0,3.28E-05
Congenital fibrinogen deficiency,0.002134949,0.498421847,0,3.28E-05
Centronuclear myopathy,0.002134949,0.498421847,0,3.28E-05
Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency,0.002134949,0.498421847,0,3.28E-05
Gnathodiaphyseal dysplasia,0.002134949,0.498421847,0,3.28E-05
Isolated plagiocephaly,0.002134949,0.498421847,0,3.28E-05
Multicentric osteolysis-nodulosis-arthropathy spectrum,0.002134949,0.498421847,0,3.28E-05
Congenital factor X deficiency,0.002134949,0.498421847,0,3.28E-05
Genetic hyperaldosteronism,0.002134949,0.498421847,0,3.28E-05
Multiple sulfatase deficiency,0.002134949,0.498421847,0,3.28E-05
Qualitative or quantitative defects of alpha-dystroglycan,0.002134949,0.498421847,0,3.28E-05
Chudley-McCullough syndrome,0.002134949,0.498421847,0,3.28E-05
Cobblestone lissencephaly,0.002134949,0.498421847,0,3.28E-05
Congenital high-molecular-weight kininogen deficiency,0.002134949,0.498421847,0,3.28E-05
Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutations,0.002134949,0.498421847,0,3.28E-05
Beta-thalassemia,0.002134949,0.498421847,0,3.28E-05
Ocular albinism,0.002134949,0.498421847,0,3.28E-05
Tall stature - scoliosis - macrodactyly of the great toes,0.002134949,0.498421847,0,3.28E-05
Mutilating palmoplantar keratoderma with periorificial keratotic plaques,0.002134949,0.498421847,0,3.28E-05
Bartter syndrome with hypocalcemia,0.002134949,0.498421847,0,3.28E-05
Late-onset retinal degeneration,0.002134949,0.498421847,0,3.28E-05
Peroxisomal beta-oxidation disorder,0.002134949,0.498421847,0,3.28E-05
Familial short QT syndrome,0.002134949,0.498421847,0,3.28E-05
"Muscular dystrophy, Selcen type",0.002134949,0.498421847,0,3.28E-05
Immunodeficiency by defective expression of HLA class 2,0.002134949,0.498421847,0,3.28E-05
Oculocutaneous albinism,0.002134949,0.498421847,0,3.28E-05
Autosomal dominant limb-girdle muscular dystrophy type 1G,0.002134949,0.498421847,0,3.28E-05
Muir-Torre syndrome,0.002134949,0.498421847,0,3.28E-05
Central areolar choroidal dystrophy,0.002134949,0.498421847,0,3.28E-05
Muscle-eye-brain disease,0.002134949,0.498421847,0,3.28E-05
Megalencephaly-capillary malformation-polymicrogyria syndrome,0.002134949,0.498421847,0,3.28E-05
Obesity due to pro-opiomelanocortin deficiency,0.002134949,0.498421847,0,3.28E-05
JMP syndrome,0.002134949,0.498421847,0,3.28E-05
X-linked lissencephaly with abnormal genitalia,0.002134949,0.498421847,0,3.28E-05
"Hereditary cerebral hemorrhage with amyloidosis, Flemish type",0.002134949,0.498421847,0,3.28E-05
Erythropoietic protoporphyria,0.002134949,0.498421847,0,3.28E-05
"Multiple keratoacanthoma, Ferguson-Smith type",0.002134949,0.498421847,0,3.28E-05
Epithelial recurrent erosion dystrophy,0.002134949,0.498421847,0,3.28E-05
Autosomal dominant childhood-onset proximal spinal muscular atrophy,0.002134949,0.498421847,0,3.28E-05
Weill-Marchesani syndrome,0.002134949,0.498421847,0,3.28E-05
Krabbe disease,0.002134949,0.498421847,0,3.28E-05
Polymicrogyria,0.002134949,0.498421847,0,3.28E-05
Muckle-Wells syndrome,0.002134949,0.498421847,0,3.28E-05
Benign familial infantile epilepsy,0.002134949,0.498421847,0,3.28E-05
"Microphthalmia, Lenz type",0.002134949,0.498421847,0,3.28E-05
Congenital factor II deficiency,0.002134949,0.498421847,0,3.28E-05
Familial cold urticaria,0.002134949,0.498421847,0,3.28E-05
Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency,0.002134949,0.498421847,0,3.28E-05
Acute infantile liver failure-multisystemic involvement syndrome,0.002134949,0.498421847,0,3.28E-05
Spinocerebellar ataxia type 30,0.002134949,0.498421847,0,3.28E-05
Female infertility due to an implantation defect of genetic origin,0.002098143,0.498421847,0,3.26E-05
Paralysis,0.002014282,0.498558682,0.022826797,3.18E-05
peritonitis,0.001967341,0.498490255,0,3.13E-05
Ovarian Transitional Cell Carcinoma,0.001946688,0.498421847,0,3.17E-05
uterine inflammatory disease,0.001946688,0.498421847,0,3.17E-05
oral submucous fibrosis,0.001946688,0.498421847,0,3.17E-05
angiogenin measurement,0.001946688,0.498421847,0,3.17E-05
Osteochondroma,0.001946688,0.498421847,0,3.17E-05
mixed connective tissue disease,0.001946688,0.498421847,0,3.17E-05
latent autoimmune diabetes in adults,0.001946688,0.498421847,0,3.17E-05
influenza A (H1N1),0.001946688,0.498421847,0,3.17E-05
anterior uveitis,0.001946688,0.498421847,0,3.17E-05
Parathyroid Hyperplasia,0.001946688,0.498421847,0,3.17E-05
Atypical Lipomatous Tumor,0.001946688,0.498421847,0,3.17E-05
mosquito bite measurement,0.001946688,0.498421847,0,3.17E-05
trichinosis,0.001946688,0.498421847,0,3.17E-05
typhus,0.001946688,0.498421847,0,3.17E-05
Syringocystadenoma Papilliferum,0.001946688,0.498421847,0,3.17E-05
glutamine measurement,0.001946688,0.498421847,0,3.17E-05
Ocular Melanoma,0.001946688,0.498421847,0,3.17E-05
burning mouth syndrome,0.001946688,0.498421847,0,3.17E-05
Endometrial Clear Cell Adenocarcinoma,0.001946688,0.498421847,0,3.17E-05
lysophosphatidylcholine measurement,0.001946688,0.498421847,0,3.17E-05
Lung Signet Ring Cell Carcinoma,0.001946688,0.498421847,0,3.17E-05
Lymphoepithelioma-Like Lung Carcinoma,0.001946688,0.498421847,0,3.17E-05
ophthalmic herpes zoster,0.001946688,0.498421847,0,3.17E-05
Juvenile Xanthogranuloma,0.001946688,0.498421847,0,3.17E-05
Mixed Cell Uveal Melanoma,0.001946688,0.498421847,0,3.17E-05
Transitional Meningioma,0.001946688,0.498421847,0,3.17E-05
wound healing,0.001946688,0.498421847,0,3.17E-05
Thymic Carcinoma,0.001946688,0.498421847,0,3.17E-05
hereditary hypophosphatemic rickets,0.001946688,0.498421847,0,3.17E-05
Lymphomatoid Papulosis,0.001946688,0.498421847,0,3.17E-05
meningeal tuberculosis,0.001946688,0.498421847,0,3.17E-05
Tonsillar Squamous Cell Carcinoma,0.001946688,0.498421847,0,3.17E-05
hand dermatosis,0.001946688,0.498421847,0,3.17E-05
Bladder Squamous Cell Carcinoma,0.001946688,0.498421847,0,3.17E-05
lipoid nephrosis,0.001946688,0.498421847,0,3.17E-05
Meningeal Melanocytoma,0.001946688,0.498421847,0,3.17E-05
plasma cell leukemia,0.001946688,0.498421847,0,3.17E-05
Fallopian Tube Serous Adenocarcinoma,0.001946688,0.498421847,0,3.17E-05
Anal Squamous Cell Carcinoma,0.001946688,0.498421847,0,3.17E-05
Periapical Periodontitis,0.001946688,0.498421847,0,3.17E-05
pyelitis,0.001946688,0.498421847,0,3.17E-05
Biphasic Mesothelioma,0.001946688,0.498421847,0,3.17E-05
"Rhinitis, Allergic, Perennial",0.001946688,0.498421847,0,3.17E-05
congenital nonspherocytic hemolytic anemia,0.001946688,0.498421847,0,3.17E-05
Benign Brain Neoplasm,0.001946688,0.498421847,0,3.17E-05
septic abortion,0.001946688,0.498421847,0,3.17E-05
diabetic foot,0.001946688,0.498421847,0,3.17E-05
extracellular matrix protein 1 measurement,0.001946688,0.498421847,0,3.17E-05
Treponema infectious disease,0.001946688,0.498421847,0,3.17E-05
ectopic pregnancy,0.001946688,0.498421847,0,3.17E-05
Candidemia,0.001946688,0.498421847,0,3.17E-05
diffuse intrinsic pontine glioma,0.001946688,0.498421847,0,3.17E-05
Conjunctival Melanoma,0.001946688,0.498421847,0,3.17E-05
Dysplasia of Larynx,0.001946688,0.498421847,0,3.17E-05
polyradiculoneuropathy,0.001946688,0.498421847,0,3.17E-05
mitral valve disease,0.001946688,0.498421847,0,3.17E-05
fluoride poisoning,0.001946688,0.498421847,0,3.17E-05
Endometrial Serous Adenocarcinoma,0.001946688,0.498421847,0,3.17E-05
hemorrhoid,0.001946688,0.498421847,0,3.17E-05
suicide behaviour,0.001946688,0.498421847,0,3.17E-05
Thyroid Gland Mucosa-Associated Lymphoid Tissue Lymphoma,0.001946688,0.498421847,0,3.17E-05
BMI-adjusted hip circumference,0.001946688,0.498421847,0,3.17E-05
diabetic ketoacidosis,0.001946688,0.498421847,0,3.17E-05
Appendix Adenoma,0.001946688,0.498421847,0,3.17E-05
Ureter Carcinoma,0.001946688,0.498421847,0,3.17E-05
Macrocephaly,0.001946688,0.498421847,0,3.17E-05
meningoencephalitis,0.001946688,0.498421847,0,3.17E-05
bitter alcoholic beverage consumption measurement,0.001946688,0.498421847,0,3.17E-05
Hyperplastic Polyp,0.001946688,0.498421847,0,3.17E-05
pulmonary tuberculosis,0.001946688,0.498421847,0,3.17E-05
Gallbladder Adenocarcinoma,0.001946688,0.498421847,0,3.17E-05
DDT metabolite measurement,0.001946688,0.498421847,0,3.17E-05
hypoglycemic coma,0.001946688,0.498421847,0,3.17E-05
"Anemia, Hemolytic, Autoimmune",0.001946688,0.498421847,0,3.17E-05
drug-induced hepatitis,0.001946688,0.498421847,0,3.17E-05
Grade III Prostatic Intraepithelial Neoplasia,0.001946688,0.498421847,0,3.17E-05
developmental dysplasia of the hip,0.001946688,0.498421847,0,3.17E-05
pituitary dwarfism,0.001946688,0.498421847,0,3.17E-05
Endometrial Squamous Cell Carcinoma,0.001946688,0.498421847,0,3.17E-05
interleukin 16 measurement,0.001946688,0.498421847,0,3.17E-05
Angiofibroma,0.001946688,0.498421847,0,3.17E-05
Hand-foot syndrome,0.001946688,0.498421847,0,3.17E-05
Thyroid Gland Hyalinizing Trabecular Tumor,0.001946688,0.498421847,0,3.17E-05
fungal meningitis,0.001946688,0.498421847,0,3.17E-05
abnormality of the lung,0.001942192,0.498490255,0,2.97E-05
pericarditis,0.001902381,0.498490255,0,3.13E-05
tetrahydrobiopterin metabolic process disease,0.001872003,0.498421847,0,3.13E-05
Congenital neuronal ceroid lipofuscinosis,0.001872003,0.498421847,0,3.13E-05
Hereditary episodic ataxia,0.001872003,0.498421847,0,3.13E-05
Autosomal recessive cerebelloparenchymal disorder type 3,0.001872003,0.498421847,0,3.13E-05
Autosomal dominant Charcot-Marie-Tooth disease type 2N,0.001872003,0.498421847,0,3.13E-05
congenital heart defects and skeletal malformations syndrome,0.001872003,0.498421847,0,3.13E-05
X-linked Charcot-Marie-Tooth disease type 3,0.001872003,0.498421847,0,3.13E-05
Dihydropyrimidine dehydrogenase deficiency,0.001872003,0.498421847,0,3.13E-05
mediastinal disease,0.001872003,0.498421847,0,3.13E-05
Fibulo-ulnar hypoplasia - renal anomalies,0.001872003,0.498421847,0,3.13E-05
Autosomal dominant centronuclear myopathy,0.001872003,0.498421847,0,3.13E-05
Best vitelliform macular dystrophy,0.001872003,0.498421847,0,3.13E-05
Congenital or early infantile CACH syndrome,0.001872003,0.498421847,0,3.13E-05
"46,XX disorder of sex development induced by androgens excess",0.001872003,0.498421847,0,3.13E-05
von Willebrand disease (hereditary or acquired),0.001872003,0.498421847,0,3.13E-05
Familial hyperaldosteronism,0.001872003,0.498421847,0,3.13E-05
benign neoplasm of peripheral nervous system,0.001872003,0.498421847,0,3.13E-05
Adult hypophosphatasia,0.001872003,0.498421847,0,3.13E-05
Benign familial neonatal-infantile seizures,0.001872003,0.498421847,0,3.13E-05
urolithiasis,0.001872003,0.498421847,0,3.13E-05
Adrenomyeloneuropathy,0.001872003,0.498421847,0,3.13E-05
"Hereditary cerebral hemorrhage with amyloidosis, Icelandic type",0.001872003,0.498421847,0,3.13E-05
Cutis laxa-Marfanoid syndrome,0.001872003,0.498421847,0,3.13E-05
Stapes ankylosis with broad thumbs and toes,0.001872003,0.498421847,0,3.13E-05
Cleft palate-lateral synechia syndrome,0.001872003,0.498421847,0,3.13E-05
major salivary gland cancer,0.001872003,0.498421847,0,3.13E-05
Multinodular goiter - cystic kidney - polydactyly,0.001872003,0.498421847,0,3.13E-05
COFS syndrome,0.001872003,0.498421847,0,3.13E-05
X-linked Charcot-Marie-Tooth disease type 2,0.001872003,0.498421847,0,3.13E-05
Hemihypertrophy,0.001872003,0.498421847,0,3.13E-05
Early-onset autosomal dominant Alzheimer disease,0.001872003,0.498421847,0,3.13E-05
drug-resistant tuberculosis,0.001872003,0.498421847,0,3.13E-05
Alagille syndrome due to 20p12 microdeletion,0.001872003,0.498421847,0,3.13E-05
inherited prion disease,0.001872003,0.498421847,0,3.13E-05
Hallermann-Streiff syndrome,0.001872003,0.498421847,0,3.13E-05
Caffey disease,0.001872003,0.498421847,0,3.13E-05
familial Alzheimber disease,0.001872003,0.498421847,0,3.13E-05
vascular insufficiency disorder,0.001872003,0.498421847,0,3.13E-05
thrombocytosis disease,0.001872003,0.498421847,0,3.13E-05
Severe neonatal-onset encephalopathy with microcephaly,0.001872003,0.498421847,0,3.13E-05
Dentin dysplasia,0.001872003,0.498421847,0,3.13E-05
growth hormone-producing pituitary gland neoplasm,0.001872003,0.498421847,0,3.13E-05
Isolated growth hormone deficiency type III,0.001872003,0.498421847,0,3.13E-05
autoimmune glomerulonephritis,0.001872003,0.498421847,0,3.13E-05
Charcot-Marie-Tooth disease type 2B2,0.001872003,0.498421847,0,3.13E-05
Autosomal recessive spondylocostal dysostosis,0.001872003,0.498421847,0,3.13E-05
oropharyngeal carcinoma,0.001872003,0.498421847,0,3.13E-05
Benign familial chorea,0.001872003,0.498421847,0,3.13E-05
Rare hereditary hemochromatosis,0.001872003,0.498421847,0,3.13E-05
transposition of the great arteries and conotruncal cardiac anomaly,0.001872003,0.498421847,0,3.13E-05
Holoprosencephaly - craniosynostosis,0.001872003,0.498421847,0,3.13E-05
Familial flecked retinopathy,0.001872003,0.498421847,0,3.13E-05
Pierre Robin syndrome associated with bone disease,0.001872003,0.498421847,0,3.13E-05
Nail-patella syndrome,0.001872003,0.498421847,0,3.13E-05
CLN10 disease,0.001872003,0.498421847,0,3.13E-05
Müllerian derivatives - lymphangiectasia - polydactyly,0.001872003,0.498421847,0,3.13E-05
hemangioblastoma,0.001872003,0.498421847,0,3.13E-05
Atelosteogenesis type I,0.001872003,0.498421847,0,3.13E-05
childhood brain stem neoplasm,0.001872003,0.498421847,0,3.13E-05
Brachydactyly - arterial hypertension,0.001872003,0.498421847,0,3.13E-05
disorder of GPI anchor biosynthesis,0.001872003,0.498421847,0,3.13E-05
carcinoma of pharynx,0.001872003,0.498421847,0,3.13E-05
neurodevelopmental disorder with severe motor impairment and absent language,0.001872003,0.498421847,0,3.13E-05
Coxopodopatellar syndrome,0.001872003,0.498421847,0,3.13E-05
Qualitative or quantitative defects of protein O-mannosyltransferase 2,0.001872003,0.498421847,0,3.13E-05
neoplasm of oropharynx,0.001872003,0.498421847,0,3.13E-05
Qualitative or quantitative defects of FKRP,0.001872003,0.498421847,0,3.13E-05
Leber hereditary optic neuropathy,0.001872003,0.498421847,0,3.13E-05
enteropathy-associated T-cell lymphoma,0.001872003,0.498421847,0,3.13E-05
2p21 microdeletion syndrome,0.001872003,0.498421847,0,3.13E-05
Recurrent infection due to specific granule deficiency,0.001872003,0.498421847,0,3.13E-05
demyelinating polyneuropathy,0.001872003,0.498421847,0,3.13E-05
Huntington disease-like 1,0.001872003,0.498421847,0,3.13E-05
Non-syndromic respiratory or mediastinal malformation,0.001872003,0.498421847,0,3.13E-05
Ulnar hypoplasia - split foot,0.001872003,0.498421847,0,3.13E-05
Hypotrichosis with juvenile macular degeneration,0.001872003,0.498421847,0,3.13E-05
Hermansky-Pudlak syndrome with neutropenia,0.001872003,0.498421847,0,3.13E-05
non-infectious anterior uveitis,0.001872003,0.498421847,0,3.13E-05
rare surgically correctable form of primary aldosteronism,0.001872003,0.498421847,0,3.13E-05
Partial duplication of the long arm of chromosome 3,0.001872003,0.498421847,0,3.13E-05
cornea neoplasm,0.001872003,0.498421847,0,3.13E-05
Familial prostate cancer,0.001872003,0.498421847,0,3.13E-05
German syndrome,0.001872003,0.498421847,0,3.13E-05
"Microcephaly - facio-cardio-skeletal syndrome, Hadziselimovic type",0.001872003,0.498421847,0,3.13E-05
"46,XY disorder of sex development - adrenal insufficiency due to CYP11A1 deficiency",0.001872003,0.498421847,0,3.13E-05
Insulinogenic index measurement,0.001863629,0.498421847,0,3.13E-05
Borderline Ovarian Serous Tumor,0.001863629,0.498421847,0,3.13E-05
free cholesterol measurement,0.001863629,0.498421847,0,3.13E-05
fatty acid desaturase enzyme activity measurement,0.001863629,0.498421847,0,3.13E-05
acute pharyngitis,0.001863629,0.498421847,0,3.13E-05
infarction,0.001863629,0.498421847,0,3.13E-05
platelet-derived growth factor receptor beta measurement,0.001863629,0.498421847,0,3.13E-05
tacrolimus measurement,0.001863629,0.498421847,0,3.13E-05
Papillary Cystic Neoplasm,0.001863629,0.498421847,0,3.13E-05
small intestinal adenocarcinoma,0.001863629,0.498421847,0,3.13E-05
transferrin saturation measurement,0.001863629,0.498421847,0,3.13E-05
Endometrial Polyp,0.001863629,0.498421847,0,3.13E-05
hordeolum,0.001863629,0.498421847,0,3.13E-05
ACPA-positive rheumatoid arthritis,0.001863629,0.498421847,0,3.13E-05
Waldenstrom macroglobulinemia,0.001863629,0.498421847,0,3.13E-05
vitreous hemorrhage,0.001863629,0.498421847,0,3.13E-05
myelosuppression,0.001863629,0.498421847,0,3.13E-05
hereditary hemochromatosis type 1,0.001863629,0.498421847,0,3.13E-05
heart injury,0.001863629,0.498421847,0,3.13E-05
myeloid cell surface antigen CD33 measurement,0.001863629,0.498421847,0,3.13E-05
glycine measurement,0.001863629,0.498421847,0,3.13E-05
AIDS-related disease,0.001863629,0.498421847,0,3.13E-05
chronic inflammatory demyelinating polyradiculoneuropathy,0.001863629,0.498421847,0,3.13E-05
marfan syndrome/loeys-dietz syndrome/familial thoracic aortic aneurysms and dissections,0.001863629,0.498421847,0,3.13E-05
post-operative delirium,0.001863629,0.498421847,0,3.13E-05
"muscular dystrophy, congenital, with cataracts and intellectual disability",0.001863629,0.498421847,0,3.13E-05
ependymal neoplasm,0.001863629,0.498421847,0,3.13E-05
otitis externa,0.001863629,0.498421847,0,3.13E-05
treatment resistant depression,0.001863629,0.498421847,0,3.13E-05
Parotid Gland Carcinoma,0.001863629,0.498421847,0,3.13E-05
"Chronic Eosinophilic Leukemia, Not Otherwise Specified",0.001863629,0.498421847,0,3.13E-05
peripheral nerve injury,0.001863629,0.498421847,0,3.13E-05
